Title,Description,Author,Link,Image
Entertainment Squad Takes Insurance Injustices Thriller ‘Midas’ for U.S. Theatrical Release (Exclusive),"Entertainment Squad has acquired worldwide rights to Midas and will release the film, the feature debut of writer/director TJ Noel-Sullivan described as “a fresh and socially relevant take on the classic heist genre,” in theaters in the U.S. on June 28. “The film follows a charismatic college dropout who recruits his best friends to rob […]",Georg Szalai,https://www.hollywoodreporter.com/movies/movie-news/entertainment-squad-midas-us-theatrical-film-deal-1235893378/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Midas.jpg?w=450&h=253&crop=1
Tilda Swinton’s Feature Directorial Debut to Get World Premiere at Sheffield DocFest,"Tilda Swinton‘s feature directorial debut is up for an award at Sheffield DocFest where it will get its world premiere as part of a lineup of 48 world premieres from 56 different countries. The U.K. documentary festival, taking place June 12-17, revealed its full program on Wednesday. Its theme for the 31st edition this year […]",Lily Ford,https://www.hollywoodreporter.com/movies/movie-news/tilda-swinton-feature-directorial-debut-sheffield-docfest-2024-1235893487/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Maze-Mouse.jpg?w=450&h=253&crop=1
Tom Tykwer Replaces Stefan Arndt as Head of Production Company X Filme,"German filmmaker Tom Tykwer is taking over as managing director of X Filme Creative Pool, the company he co-founded 30 years ago, replacing partner Stefan Arndt, who is stepping down from the post on his own accord. Tykwer will head up X Filme together with Uwe Schott, a producer who has been at the Berlin-based […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/tom-tykwer-x-filme-management-stefan-arndt-1235893436/,https://www.hollywoodreporter.com/wp-content/uploads/2017/11/tom_tykwer.jpg?w=450&h=253&crop=1
Isabelle Huppert Named Venice Film Festival Jury President,"French actress Isabelle Huppert (Michael Haneke’s Elle, The Piano Teacher, La Cérémonie) will serve as the president of the international jury of the competition at the 81st Venice International Film Festival, which takes place Aug. 28-Sept. 7. The jury will decide on the Golden Lion for best film, as well as other official awards. The decision on the jury head was made […]",Georg Szalai,https://www.hollywoodreporter.com/movies/movie-news/isabelle-huppert-venice-film-festival-jury-president-1235893446/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/GettyImages-2151814243.jpg?w=450&h=253&crop=1
Locarno Film Festival Introduces Letterboxd Award,"The Locarno Film Festival is partnering with movie-fan social media site Letterboxd on a new award for this year’s edition. The Letterboxd Piazza Grande Award will honor a film screening at the legendary Piazza Grande, the Swiss festival’s 8,000-seat outdoor cinema at the heart of Locarno, that “combines both the values and artistic qualities of […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/locarno-film-festival-letterboxd-award-1235893401/,https://www.hollywoodreporter.com/wp-content/uploads/2022/08/Locarno-Publicity-H-2022-PG_-Locarno-Film-Festival_1.jpg?w=450&h=253&crop=1
Kate Winslet to Receive Munich Film Festival’s CineMerit Award,"Oscar winner Kate Winslet will be honored at this year’s Munich international film festival with the festival’s CineMerit Award for extraordinary achievement. Winslet will attend the German festival to present the European premiere of her new film, Lee, where she plays war correspondent and photographer Lee Miller. She will receive the CineMerit Award after the […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/kate-winslet-munich-film-festival-award-cinemerit-1235893405/,https://www.hollywoodreporter.com/wp-content/uploads/2023/08/lee_01-H-2023.jpg?w=450&h=253&crop=1
Michael Douglas on Intimacy Coordinators: “Feels Like Executives Taking Control Away From Filmmakers”,"Michael Douglas is sharing his thoughts on how the approach to filming sex scenes has changed throughout the years. The veteran actor, who has starred in dozens of projects, including 1987’s Fatal Attraction and 1992’s Basic Instinct, was asked in an interview with Radio Times, via The Telegraph, about the recent trend of sex scenes […]",Carly Thomas,https://www.hollywoodreporter.com/movies/movie-news/michael-douglas-intimacy-coordinators-hollywood-1235893208/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Michael-Douglas-SiriusXM-Studio-Visit-GettyImages-2148859395-H-2024.jpg?w=450&h=253&crop=1
Keanu Reeves Says He and Sandra Bullock “Would Knock It Out of the Park” If They Did ‘Speed 3’,"Keanu Reeves and Sandra Bullock might be down for Speed 3. The Speed stars stopped by the 50 MPH podcast to discuss the 1994 action-thriller, alongside their fellow co-stars Jeff Daniels and Alan Ruck. When asked about a possible threequel, the Matrix star said, “I mean, you know — we’d freakin’ knock it out of […]",Christy Piña,https://www.hollywoodreporter.com/movies/movie-news/keanu-reeves-sandra-bullock-interested-speed-3-1235893067/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/GettyImages-71199399-copy.jpg?w=450&h=253&crop=1
"Susan Buckner, Cheerleader Patty Simcox in ‘Grease,’ Dies at 72","Susan Buckner, the actress and dancer best known for her turn as the bubbly and often-teased Rydell High cheerleader Patty Simcox in the 1978 blockbuster musical Grease, has died. She was 72. She died Thursday in Miami, family spokesperson Melissa Berthier announced. No cause of death was revealed. Buckner portrayed Hollywood bad girl Jean Harlow […]",Mike Barnes,https://www.hollywoodreporter.com/movies/movie-news/susan-buckner-dead-grease-patty-simcox-1235893023/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Susan-Buckner.jpg?w=450&h=253&crop=1
France’s #MeToo Moment Has Finally Arrived,"The April 25 decision by the New York Court of Appeals to overturn Harvey Weinstein’s felony sex crime conviction looked like a major blow to the #MeToo movement in the U.S. and to the progress made within the U.S. film industry since 2017 (when the first allegations against Weinstein were made public). In France, they […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-features/france-me-too-moment-arrived-1235892925/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/14fea_cannes_MeToo-H-2024.jpg?w=450&h=253&crop=1
Cannes Film Festival Hopes “Collective” Talks Can Prevent Strike Action,"The Cannes film festival has responded to calls for a strike by festival workers over pay and labor regulations. On Tuesday, the festival issued its first official statement, saying it hoped “solutions will be found” to prevent film festival workers from disrupting the 2024 festival, which kicks off May 14. Yesterday, a group calling itself […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/cannes-film-festival-hopes-talks-can-prevent-strike-action-1235892479/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Justine-Triet-Cannes-Getty-2023.jpg?w=450&h=253&crop=1
French #MeToo Film to Open Cannes Un Certain Regard,"Last year, the Cannes Film Festival shrugged off protests by women’s rights groups to open with Maïwenn’s Jeanne du Barry, a period movie starring alleged abuser Johnny Depp as the king of France. A year and a mini-#MeToo revolution later, Cannes has picked Moi Aussi (Me Too), a short film by French actress turned activist […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/french-metoo-film-opens-cannes-un-certain-regard-1235892408/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Moi-Aussi-Maneki-Films.jpg?w=450&h=253&crop=1
"As Participant Shutters, Hollywood Insiders Sign Letter Calling for “Films With Purpose” to Be Greenlit","A group of high-profile film and television creatives is calling on Hollywood to support more social impact storytelling following the demise of Spotlight, Roma and An Inconvenient Truth backer Participant Media. In an open letter to the entertainment industry made public on Tuesday, A-listers including George Clooney, Ava DuVernay, Matt Damon and Kerry Washington stated […]",Katie Kilkenny,https://www.hollywoodreporter.com/movies/movie-news/participant-media-shutdown-social-impact-stories-needed-creators-say-1235891054/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/George-Clooney-Matt-Damon-Kerry-Washington-and-Ava-DuVernay-Split-Getty-H-2024.jpg?w=450&h=253&crop=1
Chris Pine Was “Stunned” That ‘Wonder Woman 3’ Was Canceled,"Chris Pine is sharing his thoughts on DC axing a third installment of Wonder Woman. The actor, who starred in 2017’s Wonder Woman and 2020’s Wonder Woman 1984, recently told Business Insider that he was “stunned” after learning a third movie in the superhero franchise wasn’t happening. “I’m stunned that they said no to a billion-dollar […]",Carly Thomas,https://www.hollywoodreporter.com/movies/movie-news/chris-pine-reaction-wonder-woman-3-canceled-1235891975/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/GettyImages-2150767876-H-2024.jpg?w=450&h=253&crop=1
‘Furiosa’ First Reactions Say It’s a Stunning Powerhouse (But No ‘Fury Road’),"The first reactions are here for George Miller’s latest venture into the post-apocalyptic wasteland. The embargo broke for social media reactions to Furiosa, the eagerly anticipated prequel to the 2015 stunner Mad Max: Fury Road. This new entry has Anya Taylor-Joy as Imperator Furiosa (taking over for Charlize Theron) and Chris Hemsworth as a devious […]",James Hibberd,https://www.hollywoodreporter.com/movies/movie-news/furiosa-first-reactions-critics-1235891965/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/GM8IPOobUAA6Abv.jpeg?w=450&h=253&crop=1
Baz Luhrmann Teases Upcoming Elvis Concert Film With “All That Footage We Found in the Vaults”,"At the Met Gala on Monday night, Baz Luhrmann teased that he may not be quite done with Elvis Presley-related projects, following his 2022 Austin Butler-starring film. The director told The Hollywood Reporter, “The fans really want to know if all that footage we found in the vaults is going to become a concert film […]",Kirsten Chuba,https://www.hollywoodreporter.com/movies/movie-news/baz-luhrmann-teases-elvis-concert-film-new-footage-1235891507/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/GettyImages-2151781394.jpg?crop=0px%2C58px%2C3318px%2C1857px&resize=450%2C253
"Ruth Landers, Producer and Mother of Actresses Audrey Landers and Judy Landers, Dies at 85","Ruth Landers, who created the 1990s PBS kids show The Huggabug Club with her daughters, actresses Audrey Landers and Judy Landers, has died. She was 85. A longtime resident of Sarasota, Florida, Landers died April 18 of natural causes, her family announced. Audrey Landers, 67, portrayed Afton Cooper on Dallas on and off for seven […]",Mike Barnes,https://www.hollywoodreporter.com/movies/movie-news/ruth-landers-dead-audrey-judy-producers-1235891236/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Ruth-Landers-Obit-Template-Headshot-Getty-H-2024.jpg?w=450&h=253&crop=1
Transgender Film Center Reveals Inaugural Career Development Lab Cohort (Exclusive),"The Transgender Film Center has unveiled the first-ever Career Development Lab cohort.  Eight creatives working in film and TV were selected by the nonprofit, which focuses on advancing the work of transgender film creators, to participate in this intensive 12-week career accelerator supported by Netflix’s Fund for Creative Equity. “Our mission is to bring more […]",Abbey White,https://www.hollywoodreporter.com/movies/movie-news/transgender-film-center-career-development-lab-1235891152/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/CDL-Headshots-Horizontal-Presentation-H-2024.jpg?w=450&h=253&crop=1
‘Sixteen Candles’ Actor Gedde Watanabe Says He Didn’t Think Long Duk Dong Role Was “Racist”,"Over the past couple of decades, John Hughes’ Sixteen Candles has been seen in a new light, with many calling out its portrayal of foreign exchange student Long Duk Dong, played by Gedde Watanabe, as racist. For the 40th anniversary of the 1984 classic, Watanabe reflected on the role in an interview with People magazine […]",Tatiana Tenreyro,https://www.hollywoodreporter.com/movies/movie-news/sixteen-candles-long-duk-dong-gedde-watanabe-didnt-think-role-racist-1235891063/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/MSDSICA_EC0201.jpg?w=450&h=253&crop=1
How ‘Tarot’ Filmmakers Spenser Cohen and Anna Halberg Made a Studio Horror Film Personal,"Filmmakers often say that they have to personalize their work. After all, they painstakingly devote at least two years of their lives to bring a film to fruition, but in the case of Tarot co-directors Spenser Cohen and Anna Halberg, they turned what would normally be a genre exercise into something from the heart.  Tarot […]",Brian Davids,https://www.hollywoodreporter.com/movies/movie-features/tarot-movie-back-to-future-1235890560/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/0CC639C7-42A1-414B-8EF1-CF25B39F6CAA3649_RETOUCH-H-2024.jpg?w=450&h=253&crop=1
Kristen Stewart Directing First Film in Latvia Because She Needs “Radical Detachment” From Hollywood,"For Kristen Stewart’s adaptation of Lidia Yuknavitch’s memoir The Chronology of Water, which marks her feature film directorial debut, the actress is stepping away from Hollywood. Instead of filming the Imogen Poots-starring biographical drama in Los Angeles, Stewart is planning to shoot the movie in Europe. Speaking with Net-a-Porter, the Love Lies Bleeding star shared […]",Tatiana Tenreyro,https://www.hollywoodreporter.com/movies/movie-news/kristen-stewart-chronology-of-water-latvia-1235890941/,https://www.hollywoodreporter.com/wp-content/uploads/2024/03/Kristen-Stewart-getty-H-2024.jpg?w=450&h=253&crop=1
Vin Diesel’s New ‘Riddick’ Movie Moving Forward for Fall Shoot,"Vin Diesel is officially returning to the world of Pitch Black and galactic antihero Riddick, the sci-fi action franchise that gave the actor his first major leading role. Riddick: Furya, which was announced in February 2023, is now moving full steam ahead toward an Aug. 26 shoot date, producers announced Monday. Diesel stars and produces […]",Borys Kit,https://www.hollywoodreporter.com/movies/movie-news/vin-diesels-new-riddick-movie-moving-forward-for-fall-shoot-1235890996/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Vin-Diesel-Fast-X-Premiere-GettyImages-1490508954-H-2024.jpg?w=450&h=253&crop=1
"Tyler Perry, DeVon Franklin and Netflix Partner on Faith-Based Film Deal","Tyler Perry and DeVon Franklin (Miracles From Heaven) are getting into business with Netflix to make faith-based movies together. The first film under their new partnership will be R&B, written by Mike Elliott (Brown Sugar) and Cory Tynan, and described as a modern-day retelling of the story of Ruth and Boaz, an iconic Biblical love story. […]",Etan Vlessing,https://www.hollywoodreporter.com/movies/movie-news/tyler-perry-devon-franklin-netflix-faith-based-movies-1235890887/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Tyler-Perry-DeVon-Franklin-Split-Getty-H-2024.jpg?w=450&h=253&crop=1
MadRiver Gets International Backing for Mid-Budget Genre Slate,"MadRiver Pictures, together with CAA Media Finance, has closed a multi-year equity financing and distribution deal with some of the world’s biggest indie distributors to allow them to fully finance a slate of mid-budget ($25 million – $75 million) theatrical films. Under the deal, MadRiver will essentially pre-sell rights to its international partners on films […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/madriver-international-backing-mid-budget-genre-slate-cannes-1235890893/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Marc-Butan-GettyImages-1470253745-H-2024.jpg?w=450&h=253&crop=1
‘Superman’ Unveils First Look at David Corenswet as the Man of Steel,"David Corenswet gets dressed as Superman one boot at a time in the first look at the actor in costume. Superman writer-director James Gunn revealed the image on social media Monday. The unveiling of an actor in costume as Superman is a rare affair, akin to the first look at a new James Bond. Only […]",Aaron Couch,https://www.hollywoodreporter.com/movies/movie-news/superman-david-corenswet-costume-1235856064/,https://www.hollywoodreporter.com/wp-content/uploads/2023/06/David-Corenswet-Getty-H-2023.jpg?w=450&h=253&crop=1
"Samuel L. Jackson, Henry Golding to Star in Sci-Fi Psychological Thriller ‘Head Games’","Samuel L. Jackson and Henry Golding have signed on to star in Head Games, a psychological thriller with a sci-fi edge that is looking to be one of the hot projects at this year’s Cannes film market. Music video and film director Anthony Mandler (Monster, Rihanna’s ‘Diamonds’) is set to helm Head Games from a […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/samuel-jackson-henry-golding-thriller-head-games-1235890294/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Samuel-L.-Jackson-and-Henry-Golding-Split-Getty-H-2024.jpg?w=450&h=253&crop=1
‘Force of Nature: The Dry 2’ Review: Eric Bana’s Brooding Detective Is Back in a Quasi-Sequel That Dilutes the Tension,"Anna Torv, Deborra-Lee Furness and Richard Roxburgh also appear in Robert Connolly’s adaptation of the Jane Harper novel about a woman who goes missing on a rainforest hike.",David Rooney,https://www.hollywoodreporter.com/movies/movie-reviews/force-of-nature-the-dry-2-review-eric-bana-1235890365/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/image001-H-2024.jpg?w=450&h=253&crop=1
‘Lord of the Rings’ Cast Pay Tribute to Bernard Hill: No One Spoke Tolkien’s Words As Well,"Bernard Hill’s castmates from The Lord of the Rings gave several touching tributes to the actor, who died Sunday at the age of 79. Elijah Wood, Billy Boyd, Dominic Monaghan and Sean Astin — who played the hobbits in Peter Jackson’s three blockbuster films — honored him at a Comic Con event in Liverpool. Hill […]",James Hibberd,https://www.hollywoodreporter.com/movies/movie-news/lord-of-the-rings-bernard-hill-tribute-1235890828/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/MSDLOOF_EC059-H-2024.jpg?w=450&h=253&crop=1
William Shatner Willing to Return to ‘Star Trek’ as De-Aged Captain Kirk,"“Mr. Scott, set the de-ager for 40 years!” William Shatner says he’s down to play Captain James T. Kirk in a movie again, and has an idea for how it might work. The 93-year-old sci-fi legend told the Canadian Press that he’d be willing to return to the Starship Enterprise under certain conditions. “It’s an […]",James Hibberd,https://www.hollywoodreporter.com/movies/movie-news/william-shatner-star-trek-de-aged-captain-kirk-1235890803/,https://www.hollywoodreporter.com/wp-content/uploads/2024/04/william-shatner-getty-H-2024.jpg?w=450&h=253&crop=1
"Jeannie Epper, Legendary ‘Wonder Woman’ and ‘Romancing the Stone’ Stuntwoman, Dies at 83","Jeannie Epper, the peerless, fearless stunt performer who doubled for Lynda Carter on Wonder Woman and swung on a vine across a 350-foot gorge and propelled down an epic mudslide as Kathleen Turner in Romancing the Stone, has died. She was 83. Epper died Sunday night of natural causes at her home in Simi Valley, her […]",Mike Barnes,https://www.hollywoodreporter.com/movies/movie-news/jeannie-epper-dead-stuntwoman-wonder-woman-romancing-the-stone-1235890800/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Jeannie-Epper-Obit-Template-Headshot-Getty-H-2024.jpg?w=450&h=253&crop=1
Cannes Festival Workers Group Calls for Strike Action,A French collective representing the interests of French film festival workers has called for a general strike of “all employees of the Cannes Film Festival and of its sidebars.” The Sous les écrans la dèche (Broke Behind the Screens) collective made the call in a public statement Monday. The group has long been sounding the […],Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/cannes-festival-workers-calls-for-strike-action-1235890760/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Justine-Triet-Cannes-Getty-2023.jpg?w=450&h=253&crop=1
Will Ferrell Appears as Ron Burgundy for Tom Brady Roast: “I Am a Very Big Deal but Tonight Is Not About Me”,"Will Ferrell appeared at the Tom Brady roast Sunday night in character as his Anchorman persona, Ron Burgundy. He was introduced as “a living legend, a world-class lover and the No. 1 news anchor in all of Sunday.” “My name is Ron Burgundy,” he said. “I am a very big deal but tonight is not […]",Kimberly Nordyke,https://www.hollywoodreporter.com/movies/movie-news/will-ferrell-anchorman-ron-burgundy-tom-brady-roast-1235890686/,https://www.hollywoodreporter.com/wp-content/uploads/2013/10/anchorman2intl_a.jpg?w=450&h=253&crop=1
‘The Fall Guy’: Five Ways in Which the Movie References the Original Series,"(Warning: Spoilers ahead for The Fall Guy movie.) Yes, The Fall Guy is based on a TV series. If you weren’t aware of that, it’s likely because you’re of a younger generation that wasn’t alive or old enough to remember the series, which hasn’t exactly re-entered the zeitgeist in the four decades since it went […]",Kimberly Nordyke,https://www.hollywoodreporter.com/movies/movie-news/the-fall-guy-five-movie-based-tv-show-similar-1235890612/,https://www.hollywoodreporter.com/wp-content/uploads/2024/04/2565_FP4_00024-copy.jpg?w=450&h=253&crop=1
"Bernard Hill, ‘Titanic’ and ‘Lord of the Rings’ Actor, Dies at 79","Bernard Hill, known to audiences at Titanic’s Captain Edward Smith in James Cameron’s 1997 film and King Théoden in the Lord of the Rings, has died. He was 79. Hill died in the early hours of Sunday morning, a statement from his family said. No cause was given. His fiancée Alison and his son Gabriel […]",Zoe G Phillips,https://www.hollywoodreporter.com/movies/movie-news/bernard-hill-dead-titanic-lord-of-the-rings-1235890479/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/BernardHill.jpeg?w=450&h=253&crop=1
"Box Office: ‘The Fall Guy’ Lands With $28.5M, ‘Phantom Menace’ Tops ‘Challengers’ for No. 2","It was the ‘80s and ‘90s all over again at the weekend box office. Universal’s The Fall Guy, the Ryan Gosling starrer inspired by the 1980s TV show, kicked off the summer movie season at No. 1 with $28.5 million, while Disney’s rerelease of Star Wars: The Phantom Menace surprised by coming in at No. […]",Aaron Couch,https://www.hollywoodreporter.com/movies/movie-news/box-office-fall-guy-phantom-menace-1235890470/,https://www.hollywoodreporter.com/wp-content/uploads/2024/04/2565_D066_00202R_CROP-copy.jpg?w=450&h=253&crop=1
Emily Blunt Reveals She Did Her Most “Stressful” Stunt in ‘Mary Poppins Returns’,"Emily Blunt is revealing what movie she did her most “stressful” stunt in, and her answer may surprise some fans. The Oscar-nominated actress may have been surrounded by death-defying stunts in her latest movie, The Fall Guy, but she recently told People magazine that her scariest stunt was actually in 2018’s Mary Poppins Returns. “That […]",Carly Thomas,https://www.hollywoodreporter.com/movies/movie-news/emily-blunt-most-stressful-stunt-mary-poppins-returns-1235890434/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Emily-Blunt-Mary-Poppins-Returns-getty-everett-H-2024.jpg?w=450&h=253&crop=1
‘Mrs. Doubtfire’ Star Says Robin Williams Wrote Letter to Principal After She Got Kicked Out of School During Filming,"A Mrs. Doubtfire star is sharing how the late Robin Williams went above and beyond for her, both on and off-screen. On a recent episode of the Brotherly Love podcast, alongside her Mrs. Doubtfire co-stars Mara Wilson and Matthew Lawrence, Lisa Jakub, who played Lydia Hillard in the hit 1993 comedy, recalled Williams coming to her defense regarding an […]",Carly Thomas,https://www.hollywoodreporter.com/movies/movie-news/mrs-doubtfire-robin-williams-letter-principal-co-star-kicked-out-school-1235890420/,https://www.hollywoodreporter.com/wp-content/uploads/2019/10/mrs_doubtfire_-_h_-_1993.jpg?w=450&h=253&crop=1
Neve Campbell Is “Grateful” Studio Listened to Her Salary Concerns Ahead of ‘Scream VII’ Return,"Neve Campbell shared that Spyglass Media Group increased her pay for Scream VII after she previously exited the franchise due to a salary dispute. Ahead of Scream VI, the actress said in 2022 that she would not be returning to the blockbuster slasher series because she “felt the offer that was presented to me did […]",Carly Thomas,https://www.hollywoodreporter.com/movies/movie-news/neve-campbell-grateful-studio-listened-salary-concerns-scream-vii-1235890396/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Neve-Campbell-getty-H-2024.jpg?w=450&h=253&crop=1
Jar Jar Binks Actor Ahmed Best on ‘Star Wars: Phantom Menace’ Backlash: “Everyone Came at Me”,"Jar Jar Binks actor Ahmed Best opened up about how the backlash he received for Star Wars: Episode I – The Phantom Menace kept him from wanting to work for years following the 1999 release. In a conversation with People in honor of the 25th anniversary of the first installment in the Star Wars prequels, […]",Christy Piña,https://www.hollywoodreporter.com/movies/movie-news/jar-jar-binks-actor-ahmed-best-star-wars-phantom-menace-backlash-1235890356/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Jar-Jar-Binks-Ahmed-Best-Split-Everett-Getty-H-2024.jpg?w=450&h=253&crop=1
Adam Driver Controls Time in First-Look Clip for Francis Ford Coppola’s ‘Megalopolis’,"Adam Driver is an architect who can control time in the first-look clip for Francis Ford Coppola’s upcoming, self-funded film, Megalopolis. In the more-than-two-minute video, Driver’s Cesar Catilina makes his way onto the edge of a skyscraper, seemingly considering jumping. As he’s about to fully step off the building, he shouts “Time stop” and the […]",Christy Piña,https://www.hollywoodreporter.com/movies/movie-news/francis-ford-coppola-megalopolis-first-look-adam-driver-1235890346/,https://www.hollywoodreporter.com/wp-content/uploads/2024/04/MEGALOPOLIS.jpg?w=450&h=253&crop=1
‘Unfrosted’ Writer Unpacks the Pop-Tart Movie’s Buzziest Moments — Including That TV Reunion,"[This story includes spoilers for the Netflix movie Unfrosted.] The buzz around Unfrosted is heating up, with Jerry Seinfeld’s heavily fictionalized Pop-Tart origin story now streaming on Netflix. Seinfeld, who stars in the comedy movie that marks his feature directorial debut, also co-wrote the project’s screenplay. Contributing to the script was Spike Feresten, who worked […]",Ryan Gajewski,https://www.hollywoodreporter.com/movies/movie-news/unfrosted-writer-jerry-seinfeld-pop-tarts-movie-interview-1235889254/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Unfrosted-Awards-Ceremony.jpg?w=450&h=253&crop=1
Box Office: ‘The Fall Guy’ Headed Toward $28M Debut,"The Fall Guy is kicking off summer movie season with a No. 1 debut at the box office this weekend, but it’s coming in below initial tracking. After earning $10.4 million on Friday, the feature is now projected to open to $28 million for the weekend, down from earlier tracking that had it in the […]",Aaron Couch,https://www.hollywoodreporter.com/movies/movie-news/box-office-the-fall-guy-headed-toward-28m-debut-1235890114/,https://www.hollywoodreporter.com/wp-content/uploads/2024/04/2565_D029_00123_R-copy.jpg?w=450&h=253&crop=1
‘The Idea of You’ Producer Cathy Schulman Carries a Torch for Melodrama,"Cathy Schulman has to really like something if she’s going to even try to get it made. As an independent producer in an increasingly constrained marketplace, actually filming something is an elusive endgame. “In the old days, producers would flip a book to studio or a network and say, ‘Will you buy it for me, […]",Mikey O'Connell,https://www.hollywoodreporter.com/movies/movie-features/the-idea-of-you-cathy-schulman-interview-anne-hathaway-1235889762/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/2024_05-Cathy_Schulman-01.jpg?w=450&h=253&crop=1
Hot Docs: Nishta Jain’s ‘Farming the Revolution’ Takes Top Jury Prize,"Nishta Jain’s Farming the Revolution, a film about Indian farmers rising up against new laws, picked up the best international feature documentary prize at the Hot Docs Canadian International Documentary Festival on Friday night. The top jury prize win at the festival means Jain’s film, which world premiered at Hot Docs, will qualify for consideration […]",Etan Vlessing,https://www.hollywoodreporter.com/movies/movie-news/2024-hot-docs-festival-winners-1235889917/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Farming_The_Revolution_2-H-2024.jpg?w=450&h=253&crop=1
Oscar-Nominated Documentary Filmmaker Maite Alberdi Talks About Her Upcoming Narrative Debut,"Maite Alberdi made history when she became the first Chilean woman to be nominated for an Oscar thanks to her 2021 documentary The Mole Agent. She repeated the distinction earlier this year when her latest doc, The Eternal Memory, competed for an Academy Award in a stacked category that ultimately went to 20 Days in […]",Chris Gardner,https://www.hollywoodreporter.com/movies/movie-news/oscar-nominated-documentary-filmmaker-maite-alberdi-new-project-1235890158/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/Maite-Alberdi-Getty-H-2024.jpg?w=450&h=253&crop=1
"Manu Rios on Fame, Feeling Exposed and Spending More Time in Los Angeles: “It’s in the Works”","Manu Rios made his way to Mexico last month to attend the Platino Awards, held for the third time in 11 years at the Gran Tlachco Theater at Xcaret Park in Riviera Maya. Rios, a breakout star from the steamy Netflix series Elite, was among a long list of boldfaced names to make the trek […]",Chris Gardner,https://www.hollywoodreporter.com/movies/movie-news/manu-rios-interview-new-series-breathless-1235889438/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/GettyImages-2149491206-e1714720573658.jpg?crop=0px%2C0px%2C2667px%2C1492px&resize=450%2C253
Matteo Garrone’s ‘Io Capitano’ Wins Italian Film Awards,"Matteo Garrone’s refugee drama Io Capitano, an Oscar nominee this year for Italy in the best international feature category, was the big winner of this year’s 2024 David Di Donatello Awards, Italy’s equivalent to the Oscars, winning best film and director for Garrone. Io Capitano also picked up prizes for best cinematography, editing, sound, and visual effects. Paola Cortellesi’s There’s […]",Scott Roxborough,https://www.hollywoodreporter.com/movies/movie-news/2024-italian-film-award-winners-1235889566/,https://www.hollywoodreporter.com/wp-content/uploads/2023/08/IO-CAPITANO-Actor-Seydou-Sarr-Credits-Greta-De-Lazzaris.jpg?w=450&h=253&crop=1
‘My Old Ass’ to Open Toronto’s Inside Out Film Festival,"Inside Out, Toronto’s LGBTQ+ film festival, has revealed the full program lineup for its 34th edition, including its opening night selection, My Old Ass, from Canadian director Megan Park. My Old Ass, which debuted at the Sundance Film Festival where is was acquired by Amazon MGM, follows an 18 year-old Elliott (Maisy Stella) who meets […]",Mia Galuppo,https://www.hollywoodreporter.com/movies/movie-news/my-old-ass-toronto-inside-out-film-festival-1235889898/,https://www.hollywoodreporter.com/wp-content/uploads/2024/05/My-Old-Ass-and-Sisters-Split-Publicity-H-2024.jpg?w=450&h=253&crop=1
